nrg_cons,nrg_prc,currency,geo\time	2021	2020	2019	2018	2017	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH_LT1000,VAT,PPS,SI	0.0696 	0.0592 	0.0683 	0.0692 	0.0561 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,SK	0.0533 	0.0555 	0.0533 	0.0525 	0.0527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,TR	0.0404 	0.0395 	0.0326 	0.0317 	0.0312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,UK	: 	: 	0.0133 	0.0118 	0.0115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,AL	0.0455 e	0.0447 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,AT	0.0665 	0.0630 	0.0630 	0.0612 	0.0593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,BA	0.0359 	0.0367 	0.0364 	0.0376 	0.0370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,BE	0.1054 	0.1047 	0.1071 	0.1081 	0.1015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,BG	0.0274 	0.0266 	0.0256 	0.0242 	0.0233 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,CY	0.0272 	0.0295 	0.0315 	0.0319 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,CZ	0.0412 	0.0464 	0.0464 	0.0457 	0.0436 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,DE	0.0807 	0.0894 	0.0804 	0.0775 	0.0748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,DK	0.0516 	0.0521 	0.0522 	0.0547 	0.0537 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,EA	0.0658 	0.0673 	0.0617 	0.0611 	0.0597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,EE	0.0437 	0.0446 	0.0443 	0.0473 	0.0477 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,EL	0.0263 	0.0263 	0.0262 	0.0264 	0.0315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,ES	0.0716 	0.0763 	0.0668 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,EU27_2020	0.0613 	0.0627 	0.0585 	0.0575 	0.0567 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,FI	0.0523 	0.0522 	0.0509 	0.0484 	0.0461 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,FR	0.0548 	0.0529 	0.0504 	0.0502 	0.0478 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,GE	0.0080 	0.0047 	0.0129 e	0.0294 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,HR	0.0447 	0.0448 	0.0452 	0.0452 	0.0449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,HU	0.0454 	0.0442 	0.0442 	0.0431 	0.0442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,IE	0.0885 	0.0908 	0.0766 	0.0734 	0.0692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,IS	0.0444 	0.0390 	0.0444 	0.0439 	0.0486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,IT	0.0606 	0.0580 	0.0620 	0.0552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,LI	0.0934 	0.0940 	0.0919 	0.0881 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,LT	0.0547 	0.0541 	0.0460 	0.0412 	0.0390 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,LU	0.0732 	0.0753 	0.0701 	0.0717 	0.0595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,LV	0.0549 	0.0554 	0.0575 	0.0574 	0.0659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,MD	0.0272 	0.0327 	0.0346 	0.0363 	0.0319 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,ME	0.0422 	0.0426 	0.0428 	0.0425 	0.0421 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,MK	0.0198 	0.0192 	0.0187 	0.0158 	0.0171 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,MT	0.0270 	0.0310 	0.0250 	0.0240 	0.0250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,NL	0.0699 	0.0655 	0.0651 	0.0583 	0.0558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,NO	0.0374 	0.0354 	0.0389 	0.0387 	0.0375 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,PL	0.0481 	0.0489 	0.0472 	0.0467 	0.0520 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,PT	0.0445 	0.0465 	0.0511 	0.0524 	0.0552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,RO	0.0423 	0.0426 	0.0417 	0.0411 	0.0417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,RS	0.0331 	0.0306 	0.0280 	0.0283 	0.0280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,SE	0.0524 	0.0455 	0.0519 	0.0501 	0.0558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,SI	0.0485 	0.0468 	0.0533 	0.0553 	0.0549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,SK	0.0432 	0.0440 	0.0438 	0.0465 	0.0459 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,TR	0.0221 	0.0247 	0.0281 	0.0199 	0.0271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,UA	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,UK	: 	: 	0.0482 	0.0405 	0.0432 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,EUR,XK	0.0276 	0.0309 	0.0342 	0.0254 	0.0254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,AL	5.5400 e	5.5400 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,AT	0.0665 	0.0630 	0.0630 	0.0612 	0.0593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,BA	0.0703 	0.0718 	0.0711 	0.0735 	0.0723 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,BE	0.1054 	0.1047 	0.1071 	0.1081 	0.1015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,BG	0.0536 	0.0520 	0.0501 	0.0474 	0.0455 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,CY	0.0272 	0.0295 	0.0315 	0.0319 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,CZ	1.0468 	1.2320 	1.1915 	1.1787 	1.1274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,DE	0.0807 	0.0894 	0.0804 	0.0775 	0.0748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,DK	0.3836 	0.3878 	0.3900 	0.4080 	0.3992 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,EE	0.0437 	0.0446 	0.0443 	0.0473 	0.0477 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,EL	0.0263 	0.0263 	0.0262 	0.0264 	0.0315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,ES	0.0716 	0.0763 	0.0668 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,FI	0.0523 	0.0522 	0.0509 	0.0484 	0.0461 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,FR	0.0548 	0.0529 	0.0504 	0.0502 	0.0478 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,GE	0.0289 	0.0177 	0.0419 e	0.0882 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,HR	0.3356 	0.3382 	0.3351 	0.3353 	0.3355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,HU	16.3091 	15.7761 	14.5904 	13.9296 	13.6503 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,IE	0.0885 	0.0908 	0.0766 	0.0734 	0.0692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,IS	6.6072 	6.2675 	6.1005 	5.7698 	6.0098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,IT	0.0606 	0.0580 	0.0620 	0.0552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,LI	0.0998 	0.1020 	0.1007 	0.1005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,LT	0.0547 	0.0541 	0.0460 	0.0412 	0.0390 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,LU	0.0732 	0.0753 	0.0701 	0.0717 	0.0595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,LV	0.0549 	0.0554 	0.0575 	0.0574 	0.0659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,MD	0.5591 	0.6547 	0.6754 	0.7075 	0.6623 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,ME	0.0422 	0.0426 	0.0428 	0.0425 	0.0421 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,MK	1.2229 	1.1868 	1.1477 	0.9711 	1.0547 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,MT	0.0270 	0.0310 	0.0250 	0.0240 	0.0250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,NL	0.0699 	0.0655 	0.0651 	0.0583 	0.0558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,NO	0.3798 	0.3789 	0.3881 	0.3717 	0.3552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,PL	0.2208 	0.2189 	0.2030 	0.2009 	0.2206 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,PT	0.0445 	0.0465 	0.0511 	0.0524 	0.0552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,RO	0.2092 	0.2071 	0.1980 	0.1913 	0.1918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,RS	3.8969 	3.5948 	3.2980 	3.3508 	3.3415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,SE	0.5321 	0.4694 	0.5530 	0.5196 	0.5402 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,SI	0.0485 	0.0468 	0.0533 	0.0553 	0.0549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,SK	0.0432 	0.0440 	0.0438 	0.0465 	0.0459 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,TR	0.2529 	0.2205 	0.1786 	0.1284 	0.1166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,UA	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,UK	: 	: 	0.0425 	0.0360 	0.0386 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,NAC,XK	0.0276 	0.0309 	0.0342 	0.0254 	0.0254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,AL	0.0860 e	0.0871 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,AT	0.0582 	0.0554 	0.0554 	0.0543 	0.0525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,BA	0.0702 	0.0715 	0.0708 	0.0739 	0.0729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,BE	0.0945 	0.0928 	0.0949 	0.0958 	0.0899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,BG	0.0509 	0.0500 	0.0482 	0.0471 	0.0462 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,CY	0.0297 	0.0325 	0.0357 	0.0358 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,CZ	0.0547 	0.0661 	0.0639 	0.0646 	0.0623 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,DE	0.0730 	0.0808 	0.0727 	0.0713 	0.0690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,DK	0.0386 	0.0391 	0.0394 	0.0409 	0.0399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,EA	0.0628 	0.0643 	0.0588 	0.0583 	0.0567 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,EE	0.0545 	0.0549 	0.0545 	0.0594 	0.0612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,EL	0.0318 	0.0319 	0.0318 	0.0317 	0.0376 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,ES	0.0763 	0.0819 	0.0717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,EU27_2020	0.0614 	0.0633 	0.0588 	0.0585 	0.0581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,FI	0.0414 	0.0415 	0.0411 	0.0391 	0.0371 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,FR	0.0503 	0.0486 	0.0463 	0.0451 	0.0426 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,HR	0.0690 	0.0694 	0.0688 	0.0689 	0.0693 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,HU	0.0732 	0.0740 	0.0684 	0.0678 	0.0689 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,IE	0.0738 	0.0756 	0.0638 	0.0629 	0.0598 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,IS	0.0295 	0.0299 	0.0305 	0.0295 	0.0310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,IT	0.0610 	0.0583 	0.0623 	0.0550 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,LT	0.0802 	0.0806 	0.0686 	0.0625 	0.0605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,LU	0.0566 	0.0597 	0.0556 	0.0574 	0.0482 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,LV	0.0744 	0.0749 	0.0778 	0.0793 	0.0934 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,ME	0.0837 	0.0839 	0.0843 	0.0831 	0.0844 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,MK	0.0432 	0.0424 	0.0410 	0.0346 	0.0382 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,MT	0.0306 	0.0362 	0.0297 	0.0284 	0.0301 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,NL	0.0603 	0.0560 	0.0557 	0.0510 	0.0490 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,NO	0.0251 	0.0261 	0.0267 	0.0260 	0.0254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,PL	0.0824 	0.0833 	0.0773 	0.0780 	0.0869 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,PT	0.0523 	0.0554 	0.0608 	0.0622 	0.0658 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,RO	0.0819 	0.0822 	0.0786 	0.0776 	0.0816 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,RS	0.0623 	0.0586 	0.0538 	0.0555 	0.0562 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,SE	0.0406 	0.0355 	0.0418 	0.0398 	0.0419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,SI	0.0577 	0.0559 	0.0636 	0.0660 	0.0661 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,SK	0.0537 	0.0558 	0.0556 	0.0605 	0.0610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,TR	0.0769 	0.0781 	0.0633 	0.0533 	0.0579 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NETC,PPS,UK	: 	: 	0.0417 	0.0357 	0.0387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,AL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,AT	0.0730 	0.0718 	0.0671 	0.0607 	0.0597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,BA	0.0358 	0.0366 	0.0361 	0.0350 	0.0353 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,BE	0.0847 	0.0791 	0.0862 	0.0808 	0.0730 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,BG	0.0600 	0.0550 	0.0557 	0.0585 	0.0575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,CY	0.1091 	0.1038 	0.1233 	0.1159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,CZ	0.0981 	0.0773 	0.0729 	0.0609 	0.0583 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,DE	0.0822 	0.0658 	0.0616 	0.0671 	0.0722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,DK	0.0747 	0.0409 	0.0539 	0.0503 	0.0388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,EA	0.0912 	0.0734 	0.0752 	0.0717 	0.0650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,EE	0.0818 	0.0457 	0.0529 	0.0505 	0.0415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,EL	0.1207 	0.1026 	0.0912 	0.0876 	0.0830 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,ES	0.1267 	0.0563 	0.0711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,EU27_2020	0.0846 	0.0684 	0.0705 	0.0669 	0.0600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,FI	0.0519 	0.0485 	0.0502 	0.0453 	0.0437 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,FR	0.0733 	0.0709 	0.0648 	0.0598 	0.0581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,GE	0.0470 	0.0409 	0.0363 e	0.0297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,HR	0.0581 	0.0585 	0.0594 	0.0591 	0.0583 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,HU	0.0340 	0.0350 	0.0420 	0.0448 	0.0463 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,IE	0.1188 	0.1063 	0.1201 	0.1090 	0.0999 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,IS	0.0437 	0.0406 	0.0467 	0.0480 	0.0486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,IT	0.1223 	0.1016 	0.1041 	0.1146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,LI	0.0841 	0.0808 	0.0796 	0.0763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,LT	0.0524 	0.0488 	0.0479 	0.0350 	0.0382 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,LU	0.0655 	0.0645 	0.0556 	0.0525 	0.0501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,LV	0.0730 	0.0568 	0.0593 	0.0490 	0.0481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,MD	0.0551 	0.0635 	0.0615 	0.0629 	0.0666 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,ME	0.0431 	0.0430 	0.0417 	0.0402 	0.0380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,MK	0.0476 	0.0492 	0.0476 	0.0504 	0.0517 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,MT	0.1203 	0.1141 	0.1216 	0.1223 	0.1246 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,NL	0.0805 	0.0790 	0.0794 	0.0642 	0.0613 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,NO	0.0719 	0.0205 	0.0501 	0.0519 	0.0375 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,PL	0.0458 	0.0484 	0.0446 	0.0452 	0.0469 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,PT	0.0765 	0.0733 	0.0740 	0.0532 	0.0579 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,RO	0.0719 	0.0614 	0.0585 	0.0565 	0.0490 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,RS	0.0285 	0.0294 	0.0300 	0.0291 	0.0280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,SE	0.0682 	0.0389 	0.0498 	0.0484 	0.0404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,SI	0.0647 	0.0628 	0.0579 	0.0544 	0.0538 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,SK	0.0608 	0.0664 	0.0544 	0.0446 	0.0396 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,TR	0.0377 	0.0405 	0.0481 	0.0428 	0.0501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,UA	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,UK	: 	: 	0.0985 	0.0944 	0.0810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,EUR,XK	0.0244 	0.0213 	0.0194 	0.0291 	0.0306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,NAC,AL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,NAC,AT	0.0730 	0.0718 	0.0671 	0.0607 	0.0597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,NAC,BA	0.0700 	0.0715 	0.0707 	0.0685 	0.0690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,NAC,BE	0.0847 	0.0791 	0.0862 	0.0808 	0.0730 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,NAC,BG	0.1174 	0.1075 	0.1089 	0.1144 	0.1124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,NRG_SUP,NAC,CY	0.1091 	0.1038 	0.1233 	0.1159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
